"TOOL_IDENTIFIER","CATEGORY_CODE","CATEGORY_NAME","COUNT"
"CC0 1.0","q-fin.CP","Computational Finance","26"
"CC0 1.0","q-fin.EC","Economics","106"
"CC0 1.0","q-fin.GN","General Finance","16"
"CC0 1.0","q-fin.MF","Mathematical Finance","17"
"CC0 1.0","q-fin.PM","Portfolio Management","16"
"CC0 1.0","q-fin.PR","Pricing of Securities","13"
"CC0 1.0","q-fin.RM","Risk Management","19"
"CC0 1.0","q-fin.ST","Statistical Finance","22"
"CC0 1.0","q-fin.TR","Trading and Market Microstructure","17"
"CC0 1.0","quant-ph","Quantum Physics","1026"
"CC0 1.0","stat.AP","Applications","162"
"CC0 1.0","stat.CO","Computation","65"
"CC0 1.0","stat.ME","Methodology","216"
"CC0 1.0","stat.ML","Machine Learning","446"
"CC0 1.0","stat.OT","Other Statistics","16"
"CC0 1.0","stat.TH","Statistics Theory","204"
